store_id,owner_id,business_registration_no,industry_code,open_date,summary_year_month,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,weekday_avg_transaction_value,weekend_avg_transaction_value,cash_payment_ratio,card_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,created_dttm,updated_dttm,last_updated_dttm,electricity_usage_kwh,electricity_bill_amount,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity
110,1110,110-88-98654,56111,2023-12-10,2024-04,37792491.45,20785870.30,17006621.15,24.18,31.50,3233,1778,1455,6.26,,0.1466,11687.00,10986.00,13089.00,17.20,82.80,47.20,66.07,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1837.42,213596.79,593.40,27.57,53.67,0,0,24.15,19.61,0,0,0.00,0,4.42,77.71,0,0,7044387.94,19383768.86,5275831.81,30748103.51,2932697.34,3155805.50,18.64,51.29,13.96,7.76,81.36,64.21,31.88,3.91,0.99,1.0165,20083124.62,68.74,0.0,76.23,46.70,62.43,69.60
110,1110,110-93-14296,56111,2023-12-10,2024-05,40048703.19,22026786.75,18021916.44,33.63,26.69,2747,1510,1237,5.97,,0.1872,14577.00,13703.00,16326.00,27.70,72.30,57.20,65.63,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1854.33,240026.47,621.95,30.50,64.53,0,0,23.18,23.29,0,0,0.00,1,4.43,63.25,0,2,6478022.75,18710754.13,7036557.15,33570680.44,3692490.43,4130878.73,16.18,46.72,17.57,9.22,83.82,52.16,43.89,3.95,1.29,0.8094,20887969.34,35.88,0.0,66.33,71.94,42.36,65.58
110,1110,110-10-82273,56111,2023-12-10,2024-06,43068375.41,23687606.48,19380768.93,31.98,32.89,3550,1952,1598,7.54,,0.1387,12130.00,11402.00,13586.00,18.50,81.50,51.76,54.81,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2940.00,341031.16,882.53,26.91,54.80,0,0,19.99,17.04,1,2,689257.00,0,3.87,48.54,0,0,6314224.24,21572949.24,5616116.15,36754151.17,5142364.02,4422721.76,14.66,50.09,13.04,11.94,85.34,57.99,39.05,2.96,1.12,0.5500,28604334.48,52.90,1.7,84.88,46.29,74.67,87.99
110,1110,110-43-80728,56111,2023-12-10,2024-07,45562034.35,25059118.89,20502915.46,31.19,29.62,3708,2039,1669,5.79,,0.1442,12284.00,11547.00,13758.00,16.70,83.30,51.82,50.89,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2612.98,299109.65,835.13,38.36,66.72,0,0,19.04,18.34,0,0,0.00,0,3.83,48.30,0,0,7186716.76,21837883.06,7362824.75,38375317.59,4711114.35,4463495.43,15.77,47.93,16.16,10.34,84.23,61.42,34.96,3.62,1.06,0.7604,30555543.34,50.42,3.6,77.75,69.83,79.25,88.60
110,1110,110-13-15684,56111,2023-12-10,2024-08,48765045.36,26820774.95,21944270.41,25.74,31.65,4262,2344,1918,7.03,,0.1254,11440.00,10754.00,12813.00,17.60,82.40,40.17,66.79,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,3021.08,358293.83,946.16,35.53,42.63,0,0,21.52,15.26,0,0,0.00,0,4.22,68.56,0,0,7324405.88,24075302.89,8202280.63,41440639.48,4637555.81,4525500.15,15.02,49.37,16.82,9.51,84.98,54.27,42.66,3.07,1.22,0.6302,31178558.30,55.27,0.0,76.23,78.49,40.94,79.45
110,1110,110-98-74999,56111,2023-12-10,2024-09,51378851.79,28258368.48,23120483.31,31.83,35.39,4542,2498,2044,5.36,,0.1278,11312.00,10633.00,12669.00,25.90,74.10,48.16,64.96,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2564.04,297470.33,833.11,29.38,51.77,0,0,19.23,16.74,0,0,0.00,1,3.99,69.11,0,0,8051771.23,25699701.67,7280383.30,43327080.56,6088393.94,4258601.65,15.67,50.02,14.17,11.85,84.33,53.08,44.45,2.47,1.23,1.0740,32053106.17,70.21,1.0,80.10,81.95,44.46,86.55
110,1110,110-65-08442,56111,2023-12-10,2024-10,54209826.52,29815404.59,24394421.93,26.74,39.89,3688,2028,1660,5.51,,0.1692,14698.00,13816.00,16461.00,21.00,79.00,41.91,62.67,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2143.94,254895.60,736.49,29.97,64.33,0,0,21.66,21.59,0,0,0.00,1,3.95,49.30,0,0,9749451.68,25890613.15,9573455.36,44460374.84,3805529.82,5190776.51,17.98,47.76,17.66,7.02,82.02,53.90,43.80,2.30,1.21,0.6252,41611087.42,55.42,0.3,62.39,83.16,63.78,61.70
110,1110,110-10-34135,56111,2023-12-10,2024-11,57923199.64,31857759.80,26065439.84,25.79,38.57,4422,2432,1990,6.85,,0.1493,13098.00,12312.00,14670.00,26.00,74.00,42.35,59.76,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1809.49,203514.95,1063.91,39.31,36.00,0,0,17.86,16.61,0,0,0.00,0,4.34,70.70,0,0,10335895.13,28388160.14,7697993.23,47587304.51,6197782.36,5303368.78,17.84,49.01,13.29,10.70,82.16,55.80,42.11,2.09,1.16,0.6660,39675034.75,53.53,0.7,54.75,75.07,51.34,61.91
110,1110,110-89-51844,56111,2023-12-10,2024-12,62499132.41,34374522.83,28124609.58,33.40,38.67,5450,2997,2453,7.90,,0.1900,11467.00,10779.00,12843.00,19.90,80.10,52.86,61.80,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2922.75,376063.28,1681.24,33.57,50.10,0,0,15.38,16.36,0,0,0.00,0,4.12,67.82,1,0,13328796.33,29418341.63,9356120.12,49170336.08,4699934.76,5695939.57,21.33,47.07,14.97,7.52,78.67,52.52,44.95,2.53,1.25,0.3805,40556564.75,72.80,2.8,70.84,78.89,59.43,87.83
110,1110,110-35-54850,56111,2023-12-10,2025-01,65736587.47,36155123.11,29581464.36,30.17,36.19,4469,2457,2012,5.18,180.00,0.1756,14708.00,13825.00,16473.00,26.10,73.90,44.72,51.93,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2966.32,372921.14,1546.89,37.38,41.29,0,0,18.28,14.27,0,0,0.00,0,4.17,63.14,0,0,11463138.78,32329253.72,8815276.38,54273448.69,7079830.47,6049088.12,17.44,49.18,13.41,10.77,82.56,56.46,41.21,2.33,1.15,0.4264,45429572.47,36.02,0.9,72.77,45.29,66.85,91.76
110,1110,110-25-74145,56111,2023-12-10,2025-02,69871418.82,38429280.35,31442138.47,34.26,32.92,4798,2638,2160,6.29,180.00,0.1832,14561.00,13688.00,16309.00,22.60,77.40,47.28,59.01,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,3598.57,443806.39,2151.47,27.34,38.75,0,0,20.01,14.78,0,0,0.00,1,3.78,62.31,0,0,15041060.07,32951361.12,9747062.93,54830358.75,5638623.50,6493311.20,21.53,47.16,13.95,8.07,78.47,51.90,44.24,3.86,1.30,0.9546,48528959.66,40.35,6.2,80.27,65.41,51.79,85.99
110,1110,110-88-42449,56111,2023-12-10,2025-03,73728321.14,40550576.63,33177744.51,27.02,25.99,5181,2849,2332,5.52,180.00,0.1940,14230.00,13376.00,15937.00,30.00,70.00,48.57,57.34,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2582.81,299139.50,1539.29,25.90,35.21,0,0,19.03,14.50,0,0,0.00,0,3.74,47.04,0,0,7906220.67,37822628.74,13529146.93,65822100.47,8139606.65,6330718.15,10.72,51.30,18.35,11.04,89.28,52.76,43.53,3.71,1.27,0.3653,48529855.20,62.27,0.0,55.60,63.52,78.80,66.18
110,1110,110-94-56613,56111,2023-12-10,2025-04,78520662.01,43186364.11,35334297.90,34.87,28.86,7364,4050,3314,6.50,180.00,0.1451,10662.00,10022.00,11941.00,15.80,84.20,55.96,50.97,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2424.98,282606.03,756.61,32.13,50.08,1,0,18.22,20.63,0,0,0.00,1,4.41,77.02,0,2,16179310.23,37784142.56,12249223.27,62341351.78,5904753.78,6403232.17,20.61,48.12,15.60,7.52,79.39,60.63,36.86,2.51,1.05,1.0495,50110971.35,64.06,2.5,51.04,73.66,56.47,87.16
110,1110,110-94-70601,56111,2023-12-10,2025-05,84017108.35,46209409.59,37807698.76,30.53,30.90,7775,4276,3499,7.00,180.00,0.1887,10805.00,10157.00,12101.00,25.00,75.00,42.33,50.09,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2323.03,277636.79,738.64,34.89,31.83,0,1,23.11,24.49,0,0,0.00,0,4.31,57.84,0,0,11668303.95,41075964.27,15165088.06,72348804.40,9082249.41,7025502.66,13.89,48.89,18.05,10.81,86.11,47.99,48.24,3.77,1.39,0.9319,47284874.87,50.47,0.1,84.20,74.35,79.48,79.26
110,1110,110-69-96519,56111,2023-12-10,2025-06,89595844.34,49277714.39,40318129.95,31.14,37.27,6909,3799,3110,6.64,180.00,0.1890,12968.00,12189.00,14524.00,27.50,72.50,57.11,63.84,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2799.26,361352.84,854.17,37.84,63.98,0,0,16.92,15.41,0,0,0.00,0,3.88,62.13,0,0,14273285.69,45487810.17,15383606.47,75322558.65,6692809.57,7758332.44,15.93,50.77,17.17,7.47,84.07,57.97,39.87,2.16,1.10,0.5680,45768710.48,77.83,2.1,76.74,82.23,56.03,65.62
110,1110,110-79-24503,56111,2023-12-10,2025-07,95670442.59,52618743.42,43051699.17,32.66,32.28,6453,3549,2904,6.78,180.00,0.1916,14824.00,13935.00,16603.00,18.60,81.40,40.40,58.26,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,3566.38,439361.15,1107.49,38.50,44.85,0,0,23.81,21.35,0,0,0.00,0,3.71,58.63,0,0,19054962.90,47969159.91,12666766.60,76615479.69,7309221.81,8670331.37,19.92,50.14,13.24,7.64,80.08,49.43,47.48,3.09,1.34,0.3247,50938867.02,55.20,3.0,88.06,49.33,78.44,62.19
110,1110,110-82-87447,56111,2023-12-10,2025-08,101257596.44,55691678.04,45565918.40,33.27,37.02,8499,4674,3825,5.84,180.00,0.1480,11913.00,11198.00,13342.00,26.40,73.60,46.99,63.91,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,3556.65,454923.49,1142.70,26.48,38.93,0,0,21.93,17.24,0,0,0.00,0,4.15,53.86,0,0,20690439.82,47226542.98,15158262.19,80567156.62,8708153.29,9474198.16,20.43,46.64,14.97,8.60,79.57,47.63,48.77,3.60,1.40,0.9430,61180543.64,60.35,0.0,57.69,65.34,80.45,69.10
111,1111,111-65-53537,56112,2017-07-19,2024-01,3100000.00,2325000.00,775000.00,40.85,20.11,297,222,75,-10.50,,0.3329,10432.00,9806.00,11684.00,46.50,53.50,30.93,66.36,2025-09-08 00:21:09,2025-09-08 00:21:18,2025-09-08 00:21:09,970.38,123109.93,515.99,11.08,34.57,0,0,7.11,5.95,0,0,0.00,0,2.36,22.19,0,0,238483.76,1645170.00,520180.00,2861516.24,403000.00,293166.24,7.69,53.07,16.78,13.00,92.31,69.20,27.30,3.50,0.86,0.4582,1512135.52,49.08,0.0,66.89,36.95,47.85,51.05
111,1111,111-02-93580,56112,2017-07-19,2024-02,2813870.00,2110402.50,703467.50,39.00,21.92,192,144,48,-9.23,,0.2242,14601.00,13725.00,16353.00,36.30,63.70,28.45,73.30,2025-09-08 00:21:09,2025-09-08 00:21:18,2025-09-08 00:21:09,1106.73,132810.64,597.25,12.27,35.74,0,0,7.15,6.60,0,0,0.00,0,3.16,50.50,0,0,198010.23,1472779.56,559397.36,2615859.77,349482.65,234200.20,7.04,52.34,19.88,12.42,92.96,69.81,26.75,3.44,0.84,1.4525,1213987.66,42.65,8.8,57.94,64.36,60.83,76.06
111,1111,111-89-93231,56112,2017-07-19,2024-03,2533327.16,1899995.37,633331.79,44.77,21.27,172,129,43,-9.97,,0.3018,14646.00,13767.00,16403.00,51.90,48.10,25.22,60.72,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,657.71,75886.10,415.51,12.28,25.56,0,0,5.38,5.85,0,0,0.00,0,3.04,39.79,0,4,287095.32,1258810.27,416225.65,2246231.84,326799.20,244396.72,11.33,49.69,16.43,12.90,88.67,77.06,20.59,2.35,0.63,0.5937,1239581.81,49.94,3.2,63.98,61.51,62.38,59.36
111,1111,111-11-45572,56112,2017-07-19,2024-04,2278474.45,1708855.84,569618.61,44.20,23.66,211,158,53,-10.06,,0.3486,10771.00,10124.00,12063.00,49.00,51.00,37.83,66.08,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,732.51,83697.07,293.76,8.31,22.60,0,0,5.76,6.88,0,0,0.00,0,3.34,42.47,0,1,116143.63,1270477.35,392125.45,2162330.82,236733.50,262994.52,5.10,55.76,17.21,10.39,94.90,58.36,39.61,2.03,1.09,1.0547,1156821.05,27.55,8.5,40.43,55.04,44.39,53.93
111,1111,111-49-62313,56112,2017-07-19,2024-05,2011892.94,1508919.71,502973.24,39.28,22.23,168,126,42,-11.70,,0.2387,11910.00,11195.00,13339.00,40.80,59.20,34.34,66.81,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,847.41,94881.72,255.98,11.96,47.34,0,0,6.04,6.70,0,0,0.00,0,2.32,27.08,0,0,124703.44,1017615.45,402780.97,1887189.50,232172.45,234620.63,6.20,50.58,20.02,11.54,93.80,65.53,31.75,2.72,0.93,0.7747,933771.55,40.60,5.9,63.25,53.45,63.68,53.66
111,1111,111-69-89847,56112,2017-07-19,2024-06,1788975.20,1341731.40,447243.80,36.08,23.33,142,106,36,-11.08,,0.2670,12540.00,11788.00,14045.00,38.90,61.10,28.52,76.68,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,995.69,127076.06,388.77,12.30,37.83,0,0,8.06,6.66,0,0,0.00,0,2.30,25.46,0,0,104312.48,947441.27,346345.60,1684662.72,246162.99,144712.86,5.83,52.96,19.36,13.76,94.17,62.23,35.01,2.76,1.01,0.3215,1071704.85,58.66,4.3,52.79,46.66,35.04,61.58
111,1111,111-15-58986,56112,2017-07-19,2024-07,1624210.58,1218157.94,406052.65,37.08,25.91,124,93,31,-9.21,,0.2810,13033.00,12251.00,14597.00,49.70,50.30,38.89,60.20,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,821.54,105511.25,280.43,12.67,39.51,0,0,5.59,6.27,0,0,0.00,0,2.64,30.20,0,4,64065.36,859694.66,356839.06,1560145.22,170866.95,172744.55,3.94,52.93,21.97,10.52,96.06,77.68,19.20,3.12,0.64,0.4221,662437.48,25.09,6.5,52.15,70.91,40.79,61.29
111,1111,111-32-32968,56112,2017-07-19,2024-08,1470560.26,1102920.20,367640.07,40.00,23.43,102,76,26,-9.46,,0.3073,14369.00,13507.00,16093.00,37.10,63.00,33.23,71.93,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1084.42,138315.89,325.88,9.98,48.84,0,0,5.85,5.32,0,0,0.00,0,2.27,33.32,0,0,154701.51,753956.25,261318.56,1315858.75,161761.63,138822.31,10.52,51.27,17.77,11.00,89.48,56.31,41.33,2.36,1.15,1.3610,812446.10,32.39,6.8,66.44,57.56,37.30,76.71
111,1111,111-46-59759,56112,2017-07-19,2024-09,1323210.12,992407.59,330802.53,38.99,22.03,115,86,29,-10.02,,0.2329,11464.00,10776.00,12840.00,39.80,60.20,32.29,75.45,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,698.66,78155.59,257.56,8.59,24.60,0,0,7.95,9.18,0,0,0.00,0,3.42,52.43,0,0,105815.30,683570.35,241882.81,1217394.82,160108.42,131833.24,8.00,51.66,18.28,12.10,92.00,76.91,19.27,3.82,0.67,1.3124,666562.80,37.24,2.5,58.45,72.82,62.00,61.58
111,1111,111-60-42611,56112,2017-07-19,2024-10,1201342.47,901006.85,300335.62,34.74,23.01,81,60,21,-9.21,,0.2839,14784.00,13897.00,16558.00,39.00,61.00,38.39,75.72,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,767.68,97116.48,275.28,11.86,35.46,0,0,8.79,8.39,0,0,0.00,0,3.45,53.17,0,4,68411.77,640555.81,216722.18,1132930.70,154252.37,121400.34,5.69,53.32,18.04,12.84,94.31,67.57,28.56,3.87,0.91,0.5157,590580.65,49.06,1.4,42.01,57.96,51.78,50.09
111,1111,111-60-02542,56112,2017-07-19,2024-11,1090098.16,817573.62,272524.54,34.80,25.23,108,81,27,-9.26,,0.2982,10084.00,9479.00,11294.00,41.60,58.40,35.57,71.21,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,647.38,83643.44,425.94,11.95,40.71,0,0,6.62,4.77,0,0,0.00,0,3.24,35.88,0,1,78580.26,594648.55,199160.93,1011517.90,128086.53,89621.89,7.21,54.55,18.27,11.75,92.79,79.04,17.68,3.28,0.61,0.5846,530669.20,47.34,2.6,52.65,67.42,57.72,54.83
111,1111,111-62-45194,56112,2017-07-19,2024-12,970296.37,727722.28,242574.09,35.94,26.25,67,50,17,-10.99,,0.3402,14271.00,13415.00,15984.00,46.00,54.00,36.98,63.80,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1205.14,140735.64,889.76,10.18,36.60,0,0,8.42,7.28,1,48,173258.00,0,3.33,54.54,0,0,42054.93,541231.32,202209.76,928241.44,101395.97,83404.39,4.33,55.78,20.84,10.45,95.67,65.11,31.74,3.15,0.95,0.8817,555321.39,51.26,7.4,58.72,46.96,50.53,70.15
111,1111,111-96-07337,56112,2017-07-19,2025-01,873072.67,654804.50,218268.17,37.20,21.79,73,54,19,-10.02,-75.00,0.2684,11870.00,11158.00,13294.00,46.60,53.40,36.14,66.88,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,991.67,111005.61,620.43,9.60,49.66,0,0,8.26,6.68,0,0,0.00,0,2.90,43.86,0,0,18761.74,486650.71,186488.32,854310.93,106864.09,74307.81,2.15,55.74,21.36,12.24,97.85,78.89,18.32,2.79,0.60,0.5482,397426.95,21.80,0.0,39.53,72.61,55.83,64.54
111,1111,111-03-15903,56112,2017-07-19,2025-02,769788.17,577341.13,192447.04,40.49,20.21,52,39,13,-11.83,-75.00,0.2011,14603.00,13727.00,16356.00,48.30,51.70,39.58,76.76,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1128.33,140358.64,773.86,8.13,32.37,0,0,6.68,4.96,0,0,0.00,0,2.91,33.23,0,0,89045.66,372115.60,147953.29,680742.51,94068.11,66605.51,11.57,48.34,19.22,12.22,88.43,58.79,38.67,2.54,1.09,1.5340,370124.20,41.22,11.4,57.81,43.60,39.00,56.29
111,1111,111-29-18962,56112,2017-07-19,2025-03,678106.40,508579.80,169526.60,30.95,27.47,61,45,16,-11.91,-75.00,0.2816,11028.00,10366.00,12351.00,50.20,49.80,32.21,75.42,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,848.12,95439.26,455.26,10.17,21.03,0,0,7.60,7.21,0,0,0.00,0,2.40,21.38,0,0,72564.66,341087.52,114803.41,605541.74,92629.33,57021.48,10.70,50.30,16.93,13.66,89.30,74.24,22.68,3.08,0.72,0.7662,355142.09,33.47,4.9,68.64,36.08,38.38,71.05
111,1111,111-48-01838,56112,2017-07-19,2025-04,610973.87,458230.40,152743.47,39.46,20.97,55,41,14,-9.90,-75.00,0.2889,11084.00,10419.00,12414.00,51.10,48.90,35.08,71.67,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,635.94,72740.31,264.40,8.12,47.26,0,0,8.14,5.70,0,0,0.00,0,2.52,25.78,0,0,33240.97,324060.54,134047.67,577732.90,62563.72,57060.97,5.44,53.04,21.94,10.24,94.56,67.28,29.82,2.90,0.89,1.1670,283118.84,41.91,4.7,42.30,66.68,54.85,73.96
111,1111,111-36-73014,56112,2017-07-19,2025-05,548532.34,411399.26,137133.09,38.13,25.19,36,27,9,-10.22,-75.00,0.3457,14987.00,14088.00,16785.00,42.50,57.60,29.47,71.52,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,746.94,91855.66,301.54,12.63,29.24,0,0,5.51,6.59,0,0,0.00,0,3.42,57.26,0,0,46952.61,279916.05,103288.64,501579.73,59625.47,58749.57,8.56,51.03,18.83,10.87,91.44,73.34,23.39,3.27,0.75,1.1653,323476.00,56.22,2.3,56.04,53.85,55.36,75.91
111,1111,111-48-26848,56112,2017-07-19,2025-06,496586.33,372439.75,124146.58,43.51,26.98,32,24,8,-9.47,-75.00,0.3181,15487.00,14558.00,17345.00,35.90,64.10,37.65,77.11,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,980.08,124221.04,369.43,9.29,20.92,0,0,8.42,9.63,0,0,0.00,0,3.07,46.23,0,0,34804.68,257628.99,92514.03,461781.65,64357.59,47281.04,7.01,51.88,18.63,12.96,92.99,72.10,25.34,2.56,0.76,0.6015,223757.27,37.31,3.3,59.00,59.41,36.04,66.70
111,1111,111-78-70281,56112,2017-07-19,2025-07,438684.36,329013.27,109671.09,32.43,27.02,30,22,8,-11.66,-75.00,0.2035,14489.00,13620.00,16228.00,43.10,56.90,25.17,79.71,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,873.15,97827.14,296.23,10.04,20.39,0,0,6.16,7.28,0,0,0.00,0,3.27,41.14,0,0,21705.81,232590.45,77866.47,416978.55,53958.18,52563.45,4.95,53.02,17.75,12.30,95.05,61.41,36.00,2.59,1.03,1.0868,166200.42,43.58,7.6,47.46,68.56,46.03,60.06
111,1111,111-22-82199,56112,2017-07-19,2025-08,387840.84,290880.63,96960.21,36.35,26.50,36,27,9,-11.59,-75.00,0.3474,10617.00,9980.00,11891.00,37.20,62.90,39.42,77.19,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1088.83,124229.52,417.49,12.64,47.41,0,0,7.28,6.18,0,0,0.00,0,2.22,28.68,0,0,36407.17,194308.26,68066.07,351433.67,46579.68,42479.66,9.39,50.10,17.55,12.01,90.61,59.59,37.00,3.41,1.10,1.6267,197378.98,21.93,3.8,66.44,42.87,41.22,68.02
112,1112,112-12-43109,56113,2022-08-14,2024-01,3500000.00,2625000.00,875000.00,41.62,25.79,229,171,58,-8.00,,0.2856,15235.00,14321.00,17063.00,36.40,63.60,26.78,77.58,2025-09-08 00:21:09,2025-09-08 00:21:18,2025-09-08 00:21:09,834.06,104259.51,508.99,12.06,22.51,0,0,6.51,7.45,0,0,0.00,0,3.36,47.98,0,0,321741.28,1844850.00,593950.00,3178258.72,356300.00,383158.72,9.19,52.71,16.97,10.18,90.81,68.76,28.16,3.08,0.86,0.4805,1268755.71,29.81,4.4,51.57,58.70,57.31,73.37
112,1112,112-45-25533,56113,2022-08-14,2024-02,3234350.00,2425762.50,808587.50,43.89,28.65,240,180,60,-7.59,,0.2821,13446.00,12639.00,15059.00,55.00,45.00,27.10,61.17,2025-09-08 00:21:09,2025-09-08 00:21:18,2025-09-08 00:21:09,850.46,104102.16,599.26,12.43,47.89,0,0,8.23,8.13,0,0,0.00,0,2.91,35.53,0,0,234670.04,1731670.99,638460.69,2999679.96,328609.96,300938.32,7.26,53.54,19.74,10.16,92.74,67.81,29.02,3.17,0.88,0.8934,1630907.64,39.03,1.8,57.80,40.82,60.67,69.59
112,1112,112-56-45139,56113,2022-08-14,2024-03,2940347.59,2205260.69,735086.90,38.46,24.66,177,132,45,-9.09,,0.2959,16584.00,15589.00,18574.00,44.10,55.90,36.96,61.39,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,830.61,95243.04,603.84,10.16,30.44,0,0,7.39,6.74,0,0,0.00,0,2.69,41.85,0,3,354018.44,1484581.50,541612.03,2586329.15,303149.84,256985.78,12.04,50.49,18.42,10.31,87.96,72.22,24.00,3.78,0.79,0.7452,1058739.57,38.71,1.8,45.52,36.72,49.61,59.55
112,1112,112-56-52841,56113,2022-08-14,2024-04,2745108.51,2058831.38,686277.13,44.35,21.97,145,108,37,-6.64,,0.2171,18862.00,17730.00,21125.00,43.50,56.50,39.70,71.19,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,654.41,80951.32,284.44,9.75,23.31,0,0,6.28,4.73,0,0,0.00,0,2.94,31.16,0,3,160665.21,1462319.30,459805.68,2584443.30,346158.18,316160.14,5.85,53.27,16.75,12.61,94.15,66.07,30.78,3.15,0.93,0.9234,1291188.42,33.18,0.2,69.01,46.58,48.76,63.07
112,1112,112-63-53972,56113,2022-08-14,2024-05,2552950.91,1914713.18,638237.73,41.89,23.44,194,145,49,-7.00,,0.2516,13136.00,12348.00,14712.00,39.30,60.80,35.30,68.01,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,780.77,91949.08,247.64,10.53,23.74,0,0,6.91,7.98,0,0,0.00,0,3.32,55.45,0,3,206261.58,1288729.62,502165.44,2346689.33,268570.44,287223.83,8.08,50.48,19.67,10.52,91.92,71.87,24.26,3.87,0.80,0.8747,1087915.34,30.61,6.9,42.86,68.03,58.81,58.34
112,1112,112-24-96605,56113,2022-08-14,2024-06,2346161.89,1759621.42,586540.47,31.63,26.47,125,93,32,-8.10,,0.3359,18630.00,17513.00,20866.00,49.90,50.10,33.88,64.79,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1333.07,148827.69,442.35,12.38,23.07,0,0,8.92,8.53,0,0,0.00,0,2.94,48.77,0,0,87865.54,1276312.07,485890.13,2258296.35,283650.97,212443.18,3.75,54.40,20.71,12.09,96.25,73.69,22.42,3.89,0.76,0.7292,1145877.37,59.77,0.0,62.08,49.51,50.51,64.12
112,1112,112-20-50661,56113,2022-08-14,2024-07,2142515.04,1606886.28,535628.76,43.76,20.67,146,109,37,-8.68,,0.2874,14651.00,13772.00,16409.00,51.80,48.20,35.69,76.30,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,774.40,95873.80,325.01,10.82,21.18,0,0,7.00,5.92,0,0,0.00,0,3.38,51.05,0,4,93698.44,1053688.90,454427.44,2048816.60,291596.30,249103.96,4.37,49.18,21.21,13.61,95.63,75.63,21.56,2.81,0.68,0.9242,778439.27,43.76,0.0,49.08,53.83,44.44,56.94
