id,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,created_at
245,8200796.09,10603065.71,4107624.12,13833925.65,1906078.90,7820222.63,51.07,66.03,25.58,11.87,86.15,50.02,52.59,-2.61,1.18,0.9985,14267394.00,34.27,1.7,58.05,75.46,60.02,88.05,2025-09-10 19:52:45
246,-51084.88,5711539.32,622986.40,8516224.09,1284597.96,6608639.73,-0.41,45.84,5.00,10.31,68.35,48.28,36.34,15.38,1.68,0.3228,7353976.00,78.70,1.3,100.00,31.45,65.25,91.68,2025-09-10 19:52:45
247,996775.83,3601609.92,644324.71,3191585.10,373478.04,2173782.35,19.91,71.94,12.87,7.46,63.75,64.16,36.63,-0.79,0.88,0.5260,1000000.00,84.18,4.0,76.48,35.60,97.65,60.00,2025-09-10 19:52:45
248,1854240.42,7990812.23,1695467.54,10773874.00,226818.40,8851588.06,16.35,70.46,14.95,2.00,95.00,49.29,44.64,6.07,1.42,1.0070,5552780.00,73.74,4.7,65.20,64.47,33.30,69.72,2025-09-10 19:52:45
249,5836239.97,6892878.18,2616865.69,10266626.56,650469.48,6999291.39,38.94,45.99,17.46,4.34,68.50,55.23,43.92,0.85,1.14,0.7539,4096297.00,60.99,1.1,100.00,80.21,70.36,73.51,2025-09-10 19:52:45
250,3506436.16,1694298.46,852897.48,5275461.94,385851.68,4036712.78,48.80,23.58,11.87,5.37,73.42,46.91,43.67,9.42,1.56,0.7145,12443545.00,73.03,3.5,59.81,63.58,95.53,86.65,2025-09-10 19:52:45
251,1549000.00,1762000.00,599000.00,4750000.00,100000.00,4051000.00,30.98,35.24,11.98,2.00,95.00,40.91,47.24,11.85,1.77,0.1000,3723185.00,82.25,2.3,79.18,29.60,94.07,40.93,2025-09-10 19:52:45
252,-295462.57,2766791.01,1792655.72,4112482.47,985103.74,1334723.01,-4.31,40.36,26.15,14.37,59.99,37.00,46.04,16.96,2.00,1.2498,13738515.00,65.69,2.9,98.33,85.63,71.69,55.52,2025-09-10 19:52:45
253,9898832.64,4115083.20,2514315.84,15462425.12,2853810.20,10094299.08,48.11,20.00,12.22,13.87,75.15,48.02,38.50,13.48,1.64,0.3573,18237477.00,81.64,0.0,85.25,86.71,83.90,100.00,2025-09-10 19:52:45
254,3170722.36,6623232.26,1601288.30,8054222.88,785329.61,5667604.97,25.88,54.06,13.07,6.41,65.74,55.82,39.25,4.93,1.23,0.7846,12407179.00,58.87,3.9,82.85,67.79,86.84,69.24,2025-09-10 19:52:45
255,1591011.21,3457087.48,853138.28,3942599.14,1752557.36,1336903.50,18.22,39.59,9.77,20.07,45.15,46.62,47.01,6.37,1.49,0.6708,1000000.00,58.66,3.4,87.45,81.95,32.72,63.95,2025-09-10 19:52:45
256,2552211.75,2826369.60,2266748.42,11164159.92,982163.44,7915248.06,18.06,20.00,16.04,6.95,79.00,31.94,58.81,9.25,1.93,0.1000,18309171.00,57.33,3.9,100.00,99.32,100.00,62.22,2025-09-10 19:52:45
257,3731283.19,5470440.61,8131473.08,16734829.44,4013440.20,4589916.16,15.34,22.49,33.43,16.50,68.80,41.19,44.16,14.65,1.84,0.1730,14056405.00,74.02,4.0,100.00,84.44,62.19,76.54,2025-09-10 19:52:45
258,523861.59,2513414.41,820363.51,4612598.20,312074.50,3480160.19,8.41,40.35,13.17,5.01,74.05,47.39,50.57,2.04,1.37,0.5378,17375234.00,76.03,4.6,75.85,77.32,78.12,71.22,2025-09-10 19:52:45
259,6108813.58,4434710.40,2554393.19,15399531.86,1161894.12,11683244.55,27.55,20.00,11.52,5.24,69.45,51.49,48.79,-0.28,1.21,0.8236,20350864.00,36.76,0.0,52.11,100.00,51.50,100.00,2025-09-10 19:52:45
260,2338000.00,1718000.00,971000.00,3400500.00,468500.00,1961000.00,46.76,34.36,19.42,9.37,68.01,44.28,55.32,0.40,1.40,0.4658,12698950.00,79.41,1.8,62.93,81.68,70.41,77.08,2025-09-10 19:52:45
261,543000.00,1946500.00,840500.00,4482000.00,656000.00,2985500.00,10.86,38.93,16.81,13.12,89.64,51.99,43.55,4.46,1.31,0.3644,14490730.00,51.77,5.5,100.00,82.40,69.55,67.46,2025-09-10 19:52:45
262,908000.00,1000000.00,1392000.00,4433000.00,309500.00,2731500.00,18.16,20.00,27.84,6.19,88.66,51.11,52.21,-3.32,1.14,0.1000,2913010.00,44.88,7.9,81.72,52.28,32.62,95.40,2025-09-10 19:52:45
263,1694365.16,7621901.54,1370845.60,26046066.40,3599840.55,21075380.25,6.18,27.80,5.00,13.13,95.00,46.54,55.52,-2.06,1.29,0.2858,19188539.00,53.41,1.6,95.07,96.55,71.80,100.00,2025-09-10 19:52:45
264,2857246.84,10079845.12,2134443.55,12907201.60,591013.97,10181744.08,21.03,74.19,15.71,4.35,95.00,49.62,46.97,3.41,1.34,0.1000,10221676.00,26.08,9.1,55.63,48.79,100.00,87.47,2025-09-10 19:52:45
265,7965221.11,3608219.00,817448.80,15531527.20,1195110.15,13518968.25,48.72,22.07,5.00,7.31,95.00,48.58,50.50,0.92,1.31,0.1549,17622122.00,49.30,2.5,63.51,56.03,86.56,57.50,2025-09-10 19:52:45
266,-38025.82,3971105.60,2282413.47,5788566.99,674094.10,2832059.42,-0.44,45.95,26.41,7.80,66.98,43.92,55.71,0.37,1.41,0.2090,8149119.00,89.16,1.5,31.61,68.13,75.81,100.00,2025-09-10 19:52:45
267,2216010.88,4140770.42,917883.03,5901517.20,1029676.48,3953957.69,30.13,56.30,12.48,14.00,80.24,56.80,44.83,-1.63,1.04,0.3542,1000000.00,65.87,4.4,69.49,57.08,67.17,77.71,2025-09-10 19:52:45
268,987500.14,8706213.89,1305858.39,14001867.60,1089197.91,11606811.30,6.70,59.07,8.86,7.39,95.00,45.18,44.67,10.15,1.62,0.4504,13680726.00,36.65,5.1,82.19,40.52,43.22,79.34,2025-09-10 19:52:45
269,-2583924.33,2804041.60,1543624.90,8336415.68,2034332.18,4758458.60,-18.43,20.00,11.01,14.51,59.46,41.83,56.47,1.70,1.50,0.8097,3037536.00,94.18,0.0,100.00,41.63,20.00,75.76,2025-09-10 19:52:45
270,2115879.48,5124944.45,1680995.16,14667310.01,1393302.46,11593012.39,12.65,30.64,10.05,8.33,87.69,51.14,46.91,1.95,1.27,0.7007,5917440.00,53.57,1.9,91.29,90.56,55.89,64.09,2025-09-10 19:52:45
271,4020341.18,2839224.00,2417599.24,12139102.21,1037736.37,8683766.60,28.32,20.00,17.03,7.31,85.51,39.40,51.09,9.51,1.75,0.7662,10333110.00,10.00,3.0,79.56,59.09,59.98,81.91,2025-09-10 19:52:45
272,2015000.00,2519500.00,964500.00,3952500.00,896000.00,2092000.00,40.30,50.39,19.29,17.92,79.05,47.67,39.09,13.24,1.64,0.5320,1000000.00,35.71,0.9,65.57,72.81,97.84,84.31,2025-09-10 19:52:45
273,167358.79,3855176.27,1128561.01,14069986.40,1448468.07,11492957.32,1.13,26.03,7.62,9.78,95.00,47.72,48.49,3.79,1.40,0.6578,4416749.00,83.68,3.7,68.11,79.43,55.47,83.40,2025-09-10 19:52:45
274,2234500.00,3299500.00,362500.00,4750000.00,220000.00,4167500.00,44.69,65.99,7.25,4.40,95.00,49.79,45.19,5.02,1.38,0.6713,1000000.00,80.92,4.2,90.70,100.00,68.27,100.00,2025-09-10 19:52:45
275,1210443.18,2266728.77,745187.78,4755511.25,748526.93,3261796.54,21.75,40.73,13.39,13.45,85.45,60.61,38.54,0.85,1.01,0.8270,2813707.00,38.68,4.1,62.96,76.91,97.23,83.03,2025-09-10 19:52:45
276,1443004.48,9294762.48,6187965.95,16801539.90,3205362.42,7408211.53,7.32,47.15,31.39,16.26,85.23,49.47,52.39,-1.86,1.22,0.8972,16804337.00,95.00,0.9,53.37,55.74,43.04,78.26,2025-09-10 19:52:45
277,1559824.21,7863008.00,1721015.88,6325789.94,748951.51,3855822.55,15.87,80.00,17.51,7.62,64.36,55.01,32.75,12.24,1.43,0.1000,9510955.00,95.00,1.8,80.06,100.00,93.68,71.44,2025-09-10 19:52:45
278,1224895.32,10321391.26,3353714.79,16145716.44,1736714.18,11055287.47,7.06,59.49,19.33,10.01,93.06,39.83,50.91,9.26,1.74,0.7829,26193299.00,64.89,1.6,53.80,73.73,39.31,83.73,2025-09-10 19:52:45
279,3214186.84,14769382.40,2736028.09,15149694.00,2756335.99,9657329.92,17.41,80.00,14.82,14.93,82.06,47.90,42.40,9.70,1.55,0.4479,12807116.00,53.67,0.0,72.97,52.16,55.19,93.71,2025-09-10 19:52:45
280,10185613.57,5630521.60,1407630.40,23406078.29,5194156.18,16804291.71,36.18,20.00,5.00,18.45,83.14,54.24,32.31,13.45,1.48,0.3125,27663121.00,71.61,5.7,92.93,34.32,75.81,78.84,2025-09-10 19:52:45
281,-1077053.26,14600955.07,4866985.02,12230898.03,539876.32,6824036.69,-3.99,54.09,18.03,2.00,45.31,58.07,44.18,-2.25,0.99,0.4481,23875857.00,30.47,2.3,67.65,35.05,41.10,69.31,2025-09-10 19:52:45
282,4406556.55,5363300.08,3346007.21,12825207.58,1145324.08,8333876.29,25.47,31.00,19.34,6.62,74.13,51.46,49.56,-1.02,1.19,0.4772,14317801.00,92.88,9.1,77.32,100.00,68.83,87.26,2025-09-10 19:52:45
283,5689749.12,12652205.28,6326102.64,19617156.94,3481228.08,9809826.22,22.80,50.70,25.35,13.95,78.61,32.17,55.84,11.99,2.00,0.4002,19991650.00,10.00,2.6,100.00,80.93,93.66,90.58,2025-09-10 19:52:45
284,8499502.09,18769844.89,3909717.62,22194181.47,2522914.64,15761549.21,31.87,70.38,14.66,9.46,83.22,56.37,41.79,1.84,1.14,0.5336,23858976.00,30.49,1.8,87.96,91.96,67.89,81.14,2025-09-10 19:52:45
285,-89097.21,3019154.87,2110137.75,10714221.60,700371.75,7903712.10,-0.79,26.77,18.71,6.21,95.00,50.27,43.88,5.85,1.39,0.5476,11874331.00,54.33,0.0,82.66,72.23,78.90,98.02,2025-09-10 19:52:45
286,1585083.81,3063396.60,1117154.46,5394444.35,143316.80,4133973.09,22.12,42.75,15.59,2.00,75.28,35.89,49.89,14.22,1.96,0.5459,1000000.00,49.26,0.0,100.00,100.00,57.79,57.93,2025-09-10 19:52:45
287,5965301.35,14269226.23,2137365.06,15454638.68,3298626.49,10018647.13,29.64,70.90,10.62,16.39,76.79,52.67,46.62,0.71,1.20,0.7710,11110771.00,90.89,2.3,93.54,72.29,84.27,33.18,2025-09-10 19:52:45
288,-57773.58,1392134.40,538756.01,6448366.54,742703.70,5166906.83,-0.83,20.00,7.74,10.67,92.64,55.45,45.42,-0.87,1.09,0.1000,1000000.00,51.05,4.7,89.49,80.86,54.13,55.32,2025-09-10 19:52:45
289,5490909.36,5058355.32,2127095.64,14121180.00,1752512.76,10241571.60,36.94,34.03,14.31,11.79,95.00,52.71,48.62,-1.33,1.15,0.1730,13927745.00,74.49,0.4,65.35,19.31,61.82,76.59,2025-09-10 19:52:45
290,569556.92,6565497.60,1695539.76,6573704.47,1046376.18,3831788.53,6.94,80.00,20.66,12.75,80.10,48.92,50.39,0.69,1.29,0.3668,14114589.00,39.56,6.2,72.20,65.59,51.70,91.33,2025-09-10 19:52:45
291,5949686.35,9957076.07,1522411.98,8278857.84,1823461.35,4932984.51,45.06,75.41,11.53,13.81,62.70,59.39,40.05,0.56,1.03,0.7142,8234430.00,95.00,0.0,65.89,82.29,66.92,83.63,2025-09-10 19:52:45
292,6055557.17,7879865.40,955135.20,18147568.80,1386856.31,15805577.29,31.70,41.25,5.00,7.26,95.00,46.82,43.50,9.68,1.57,0.3301,28908423.00,72.25,3.3,93.36,100.00,56.41,100.00,2025-09-10 19:52:45
293,3180574.79,10467460.18,4727589.06,12909300.89,536277.67,7645434.16,20.58,67.73,30.59,3.47,83.53,55.93,43.53,0.54,1.12,0.1416,10705691.00,38.61,0.0,41.87,57.53,83.21,75.29,2025-09-10 19:52:45
294,1184801.68,4943827.04,2557255.18,9482406.00,416227.72,6508923.10,11.87,49.53,25.62,4.17,95.00,55.05,44.98,-0.03,1.12,0.9747,10015380.00,42.12,3.7,47.34,100.00,72.96,100.00,2025-09-10 19:52:45
295,2671560.88,4669334.61,776342.26,9742736.40,1059394.39,7906999.75,26.05,45.53,7.57,10.33,95.00,50.83,35.34,13.83,1.58,0.4402,7586504.00,67.37,0.0,100.00,65.47,100.00,84.81,2025-09-10 19:52:45
296,-220057.24,3733004.35,1330763.95,5143454.76,546771.74,3265919.07,-3.59,60.90,21.71,8.92,83.91,53.97,47.49,-1.46,1.11,0.3772,9703521.00,80.56,3.8,100.00,100.00,100.00,100.00,2025-09-10 19:52:45
297,1761399.22,5772909.59,2769367.56,8213075.38,1931090.86,3512616.96,15.57,51.03,24.48,17.07,72.60,50.70,48.99,0.31,1.24,0.7319,8974842.00,38.91,0.0,95.94,57.73,80.83,82.24,2025-09-10 19:52:45
298,4066324.66,8460822.09,1791747.88,10622235.85,377210.08,8453277.89,21.56,44.86,9.50,2.00,56.32,51.12,44.85,4.03,1.32,1.0610,14264063.00,53.01,3.0,80.24,15.00,79.12,76.58,2025-09-10 19:52:45
299,-1638593.03,2141707.32,663341.77,5124074.81,580023.48,3880709.56,-15.34,20.05,6.21,5.43,47.97,54.56,39.52,5.92,1.28,0.6270,12539984.00,88.81,6.8,97.82,100.00,20.00,99.55,2025-09-10 19:52:45
300,3493822.18,11649519.50,3749656.79,24549786.00,1142211.10,19657918.11,13.52,45.08,14.51,4.42,95.00,51.17,50.48,-1.65,1.18,1.2793,16998015.00,33.21,0.1,99.86,98.69,72.57,95.28,2025-09-10 19:52:45
301,2865724.72,3607367.55,1963357.59,7816663.35,859297.22,4994008.54,27.28,34.34,18.69,8.18,74.41,57.33,46.70,-4.03,0.97,0.3865,7341157.00,75.04,3.7,86.61,82.32,98.35,77.55,2025-09-10 19:52:45
302,3311270.60,4726156.01,2772736.69,10419698.80,1303010.76,6343951.35,30.19,43.09,25.28,11.88,95.00,39.78,37.56,22.66,2.07,0.6976,10188658.00,70.71,0.0,43.78,84.17,78.97,92.60,2025-09-10 19:52:45
303,13051611.24,8530380.77,4325662.16,23571127.55,892923.72,18352541.67,50.72,33.15,16.81,3.47,91.60,60.51,40.23,-0.74,0.97,0.4516,22949874.00,95.00,5.8,75.60,42.95,100.00,64.53,2025-09-10 19:52:45
304,1470500.00,1340500.00,1227500.00,3784500.00,411000.00,2146000.00,29.41,26.81,24.55,8.22,75.69,43.42,44.23,12.35,1.72,0.5540,8165375.00,71.45,4.0,91.54,52.28,75.61,86.41,2025-09-10 19:52:45
305,5455715.00,6145540.63,4480918.66,14264257.72,1727512.06,8055827.00,27.76,31.27,22.80,8.79,72.58,50.09,36.65,13.26,1.58,0.7121,11591729.00,50.16,3.0,82.04,100.00,100.00,80.30,2025-09-10 19:52:45
306,2010781.42,7719738.54,2166151.77,15027564.98,2446179.73,10415233.48,11.13,42.73,11.99,13.54,83.18,50.85,49.13,0.02,1.23,0.9533,10614535.00,95.00,8.2,100.00,74.74,55.27,83.14,2025-09-10 19:52:45
307,1854000.00,2979000.00,275500.00,3448000.00,715500.00,2457000.00,37.08,59.58,5.51,14.31,68.96,41.35,52.52,6.13,1.62,0.8649,1000000.00,72.56,1.4,54.63,92.91,98.86,63.23,2025-09-10 19:52:45
308,3049658.64,2112282.82,1870054.70,6374424.00,620667.60,3883701.70,45.45,31.48,27.87,9.25,95.00,50.87,36.84,12.29,1.54,0.7707,7366765.00,60.72,1.2,42.18,60.40,55.05,88.11,2025-09-10 19:52:45
309,-1426307.99,9651456.88,795930.80,11759081.64,1744680.31,9218470.53,-8.96,60.63,5.00,10.96,73.87,48.82,36.06,15.12,1.66,0.5237,12070737.00,66.81,0.4,41.68,50.42,100.00,55.08,2025-09-10 19:52:45
310,-594083.63,5196546.78,1404810.41,8952657.40,696146.62,6851700.37,-6.17,53.97,14.59,7.23,92.98,53.45,36.96,9.59,1.40,0.5259,11151228.00,10.65,1.5,35.72,87.20,90.78,64.97,2025-09-10 19:52:45
311,2900280.54,5950438.14,2362955.34,13793472.76,2562259.94,8868257.48,18.19,37.32,14.82,16.07,86.51,48.03,52.39,-0.42,1.29,0.1000,6677631.00,82.65,6.7,100.00,73.05,86.37,93.75,2025-09-10 19:52:45
312,4035973.37,13923899.88,1041272.80,19415572.63,3392466.78,14981833.05,19.38,66.86,5.00,16.29,93.23,52.77,48.53,-1.30,1.15,0.8721,13631247.00,10.00,0.0,89.72,62.93,38.24,93.72,2025-09-10 19:52:45
313,2173267.45,14524761.60,3068355.89,11305711.31,771627.96,7465727.46,11.97,80.00,16.90,4.25,62.27,49.21,45.50,5.29,1.40,0.6712,14678234.00,59.83,0.9,93.34,100.00,47.44,57.05,2025-09-10 19:52:45
314,239427.72,4154165.12,3421742.54,8816407.17,823857.57,4570807.06,2.54,44.07,36.30,8.74,93.53,50.31,49.53,0.16,1.25,0.6046,6242526.00,80.81,2.2,61.56,100.00,100.00,82.53,2025-09-10 19:52:45
315,2158241.89,7211237.21,657599.60,11156834.81,1173157.69,9326077.52,16.41,54.83,5.00,8.92,84.83,41.56,37.50,20.94,1.98,1.0248,7598309.00,72.90,0.0,68.77,58.23,40.72,60.40,2025-09-10 19:52:45
316,1648500.00,3456500.00,921500.00,2976500.00,100000.00,1955000.00,32.97,69.13,18.43,2.00,59.53,50.08,37.77,12.15,1.55,0.3512,1000000.00,95.00,1.7,92.39,82.78,100.00,70.59,2025-09-10 19:52:45
317,7423086.60,9496544.07,2239442.91,21964499.64,574146.36,19150910.37,27.28,34.90,8.23,2.11,80.72,49.00,53.75,-2.75,1.21,0.2175,22954831.00,77.86,0.0,45.38,81.50,67.43,75.39,2025-09-10 19:52:45
318,7183682.38,9477424.64,1855253.99,12918761.61,2133107.94,8930399.68,49.64,65.49,12.82,14.74,89.27,48.83,39.05,12.12,1.58,0.7394,8760300.00,36.54,0.0,100.00,81.32,91.68,79.22,2025-09-10 19:52:45
319,2784741.71,13602392.20,3616868.67,21923661.81,1482998.54,16823794.60,10.14,49.53,13.17,5.40,79.83,60.65,37.10,2.25,1.04,0.3025,15917312.00,61.26,0.4,53.76,100.00,90.13,79.92,2025-09-10 19:52:45
320,4598130.71,10384812.17,6613064.40,16855810.73,1902881.77,8339864.56,22.98,51.90,33.05,9.51,84.24,44.42,53.31,2.27,1.45,0.4092,22172654.00,56.04,2.8,54.98,62.53,100.00,66.74,2025-09-10 19:52:45
321,5074804.27,9980374.18,2787913.54,21154296.00,872893.06,17493489.40,22.79,44.82,12.52,3.92,95.00,48.16,44.80,7.04,1.47,0.4828,17465990.00,40.86,0.0,39.82,71.34,32.67,90.88,2025-09-10 19:52:45
322,1770227.30,8923008.03,4543531.32,10182322.42,2185832.30,3452958.80,11.33,57.11,29.08,13.99,65.17,50.98,44.41,4.61,1.34,0.5598,15100751.00,86.07,5.8,72.84,80.15,20.00,81.22,2025-09-10 19:52:45
323,4777629.33,9858467.26,3226407.47,8900261.09,1891284.54,3782569.08,28.52,58.85,19.26,11.29,53.13,42.01,52.24,5.75,1.59,1.0511,2736002.00,95.00,4.2,61.72,100.00,46.08,100.00,2025-09-10 19:52:45
324,5440514.55,4518087.74,4990895.89,11357702.17,1404253.10,4962553.18,42.23,35.07,38.74,10.90,88.16,46.26,44.97,8.77,1.56,0.6335,1000000.00,35.61,1.6,78.41,80.47,76.75,95.70,2025-09-10 19:52:45
325,2282616.27,3260880.38,1488255.59,8088345.60,641107.81,5958982.20,26.81,38.30,17.48,7.53,95.00,51.16,44.40,4.44,1.33,0.5833,1000000.00,95.00,1.3,76.22,75.88,78.69,64.35,2025-09-10 19:52:45
326,1611500.00,2835500.00,250000.00,3271000.00,193500.00,2827500.00,32.23,56.71,5.00,3.87,65.42,47.43,52.51,0.06,1.32,0.3680,1000000.00,60.18,2.0,60.84,79.99,75.31,72.79,2025-09-10 19:52:45
327,10681600.98,18930617.60,4619070.69,21772576.57,1852834.20,15300671.68,45.14,80.00,19.52,7.83,92.01,38.07,27.29,34.64,2.41,1.0815,10553784.00,51.72,2.0,24.34,81.07,28.23,67.21,2025-09-10 19:52:45
328,596295.99,4680500.64,2047917.27,4434158.51,841580.87,1544660.37,5.64,44.27,19.37,7.96,41.94,40.63,58.40,0.97,1.51,0.5386,4817573.00,83.85,2.5,89.62,46.98,80.47,50.25,2025-09-10 19:52:45
329,4004942.54,4802703.11,4016470.87,21903830.80,2467063.05,15420296.88,17.37,20.83,17.42,10.70,95.00,39.37,40.06,20.57,2.03,0.8983,18615208.00,57.94,0.0,100.00,100.00,62.31,81.92,2025-09-10 19:52:45
330,1096034.35,11409195.68,4097080.79,24791253.20,1753654.96,18940517.45,4.20,43.72,15.70,6.72,95.00,42.87,48.87,8.26,1.63,0.3931,13987952.00,91.30,0.4,59.06,100.00,72.78,56.96,2025-09-10 19:52:45
331,1046000.00,2230000.00,333000.00,2000000.00,584500.00,1082500.00,20.92,44.60,6.66,11.69,40.00,45.09,50.54,4.37,1.48,0.2896,1000000.00,91.00,0.7,48.18,100.00,76.82,67.33,2025-09-10 19:52:45
332,10259860.16,10493038.80,3621264.28,13818166.21,1116925.69,9079976.24,44.00,45.00,15.53,4.79,59.26,57.63,44.11,-1.74,1.02,1.3198,21863478.00,95.00,2.6,91.78,100.00,61.41,66.86,2025-09-10 19:52:45
333,1923429.61,9997107.21,2096138.32,7271945.60,563575.78,4612231.50,10.58,54.99,11.53,3.10,40.00,51.47,50.27,-1.74,1.17,0.7700,15117233.00,82.88,3.0,71.55,90.97,64.50,59.16,2025-09-10 19:52:45
334,1388811.38,3570418.36,907268.47,5217503.25,315982.97,3994251.81,14.68,37.74,9.59,3.34,55.15,48.31,55.05,-3.36,1.21,0.9749,9946296.00,77.31,1.0,69.54,91.23,51.58,93.65,2025-09-10 19:52:45
335,1694133.16,8549705.46,745657.20,14167486.80,1270599.87,12151229.73,11.36,57.33,5.00,8.52,95.00,56.51,47.61,-4.12,0.98,0.8284,2731023.00,47.06,1.5,51.61,81.63,68.54,88.85,2025-09-10 19:52:45
336,4341617.30,9261989.56,4452402.07,12917887.27,1583458.31,6882026.89,22.73,48.49,23.31,8.29,67.63,39.65,40.91,19.44,1.99,0.5824,10272538.00,75.70,4.6,64.06,15.00,68.93,87.55,2025-09-10 19:52:45
337,1348258.15,7833017.60,926254.33,8168858.23,889047.50,6353556.40,13.77,80.00,9.46,9.08,83.43,56.04,47.88,-3.92,1.00,0.8646,9969314.00,40.74,7.3,33.79,82.20,100.00,89.78,2025-09-10 19:52:45
338,9919864.35,3965566.40,1796401.58,16423393.25,1116306.94,13510684.73,50.03,20.00,9.06,5.63,82.83,52.30,45.25,2.45,1.25,0.5281,21517304.00,81.85,5.0,57.14,72.05,84.99,72.66,2025-09-10 19:52:45
339,786008.15,6358003.20,590499.55,6520132.28,537251.27,5392381.46,9.89,80.00,7.43,6.76,82.04,46.04,45.25,8.71,1.57,0.4594,1471103.00,34.91,2.3,100.00,100.00,46.78,90.31,2025-09-10 19:52:45
340,-3293521.10,5122116.80,1982259.20,22432310.53,1014179.13,19435872.20,-12.86,20.00,7.74,3.96,87.59,49.14,51.46,-0.60,1.26,0.8720,17952173.00,10.00,1.8,96.66,53.51,100.00,72.42,2025-09-10 19:52:45
341,600900.90,3566768.82,1651206.55,6757339.11,203350.56,4902782.00,5.91,35.08,16.24,2.00,66.46,34.69,53.17,12.14,1.94,0.2632,12844751.00,95.00,0.7,100.00,96.80,84.37,100.00,2025-09-10 19:52:45
342,2253288.75,6749376.95,820071.23,9058926.40,983131.91,7255723.26,23.63,70.78,8.60,10.31,95.00,54.15,44.49,1.36,1.18,0.5944,6964989.00,10.60,3.8,72.19,82.78,55.92,90.44,2025-09-10 19:52:45
343,-1044675.19,9684549.31,2430211.17,14991562.40,1076236.37,11485114.86,-6.62,61.37,15.40,6.82,95.00,51.03,48.43,0.54,1.24,0.5191,17209829.00,95.00,2.8,38.85,59.46,83.77,75.03,2025-09-10 19:52:45
344,5897601.78,7630252.46,3391654.00,10533508.28,1602798.78,5539055.50,30.43,39.37,17.50,8.27,54.35,51.48,47.81,0.71,1.23,0.4630,15204515.00,58.79,4.2,79.58,100.00,53.34,80.27,2025-09-10 19:52:45
345,3827394.19,7610575.13,736887.60,11931684.02,1705157.91,9489638.51,25.97,51.64,5.00,11.57,80.96,53.65,47.29,-0.94,1.14,0.6730,16694924.00,79.38,0.0,100.00,76.25,77.00,60.90,2025-09-10 19:52:45
346,5052127.84,10496792.82,1649609.53,7504293.06,2361579.73,3493103.80,31.79,66.05,10.38,14.86,47.22,44.94,51.35,3.71,1.47,1.1759,13631419.00,26.53,0.0,93.93,100.00,100.00,100.00,2025-09-10 19:52:45
347,1278500.00,1732500.00,535000.00,3005000.00,613500.00,1856500.00,25.57,34.65,10.70,12.27,60.10,44.15,46.33,9.52,1.63,0.1000,3281780.00,85.45,2.3,100.00,59.51,34.13,61.74,2025-09-10 19:52:45
348,5579064.31,4010627.16,1560817.22,9014386.18,770883.69,6682685.27,43.93,31.58,12.29,6.07,70.98,52.08,49.03,-1.11,1.17,0.3224,9413387.00,94.90,1.4,37.75,75.59,64.56,100.00,2025-09-10 19:52:45
349,4852080.18,6715871.59,2814947.28,14074736.40,2257884.03,9001905.09,32.75,45.33,19.00,15.24,95.00,44.59,55.99,-0.58,1.37,0.6998,17750019.00,64.75,2.5,100.00,36.29,76.44,89.01,2025-09-10 19:52:45
350,1458956.62,5677968.95,849097.07,7485977.02,1220699.59,5416180.36,14.88,57.91,8.66,12.45,76.35,49.15,41.71,9.14,1.50,0.3436,14117382.00,53.84,5.8,70.79,47.28,45.46,64.28,2025-09-10 19:52:45
351,934002.05,3419185.61,437760.23,3958578.89,780133.02,2740685.64,16.45,60.22,7.71,13.74,69.72,47.29,36.94,15.77,1.71,0.7199,5641858.00,61.77,4.2,77.37,69.23,29.88,77.67,2025-09-10 19:52:45
352,1872000.00,3505000.00,692000.00,3155000.00,534000.00,1929000.00,37.44,70.10,13.84,10.68,63.10,49.88,52.89,-2.77,1.18,0.2017,4753600.00,63.28,0.0,78.05,88.10,84.76,92.86,2025-09-10 19:52:45
353,570000.00,2007500.00,250000.00,3078000.00,242000.00,2586000.00,11.40,40.15,5.00,4.84,61.56,43.36,46.96,9.68,1.66,0.7833,3434805.00,92.02,4.4,85.52,53.66,72.43,83.14,2025-09-10 19:52:45
354,2847752.81,3348483.36,1036358.03,6695343.60,663041.91,4995943.66,35.09,41.26,12.77,8.17,82.50,46.93,48.07,5.00,1.45,0.4323,3136166.00,50.81,0.9,79.79,45.98,63.91,100.00,2025-09-10 19:52:45
355,149504.94,4667093.02,2397720.80,11063365.86,2252447.13,6413197.93,1.06,33.09,17.00,15.97,78.44,56.24,45.08,-1.32,1.06,0.1000,15211290.00,50.53,0.0,80.73,100.00,85.36,82.02,2025-09-10 19:52:45
356,1469088.35,3975507.06,650018.02,7499414.29,1047648.10,5801748.17,18.51,50.09,8.19,13.20,94.49,53.93,46.08,-0.01,1.15,0.3989,6034811.00,93.91,0.0,60.07,100.00,78.49,100.00,2025-09-10 19:52:45
357,6846920.00,7920606.00,2970878.76,15561497.69,347471.20,12243147.73,39.41,45.59,17.10,2.00,89.57,41.01,36.63,22.36,2.03,0.1000,6834165.00,95.00,0.6,82.62,69.34,54.32,58.53,2025-09-10 19:52:45
