current_month,summary_year_month,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,weekday_avg_transaction_value,weekend_avg_transaction_value,cash_payment_ratio,card_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,electricity_usage_kwh,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count
89,Sep.25,13027789.55,12893683.56,6717445.32,20.15,34.59,11402,1935,768,-2,-8.19,0.4777,36058.26,33348.77,38290.5,51.57,39.74,73.71,24.34,5459972.83,6580740.15,772754,9196320.61,1912703.16,6510863.45,39.85,48.03,5.64,13.96,67.12,51.32,48.77,-0.09,1.21,0.2644,13671729,39.37,3.9,100,53.17,42.24,77.2,2503.48,1061.73,6.52,46.77,0,0,9.18,3.5,0,0,0,0,4.4,60.7,0,0
89,Jun.24,11460627.9,1539512.58,5157010.68,20.33,36.18,3590,1732,2268,4.27,-0.09,0.4553,32692.76,33240.04,38592.5,48.02,47.55,72.24,25.33,5291527.36,7622767.67,2086928.16,9119465.05,1520671.94,5511864.95,46.35,66.77,18.28,13.32,79.88,55.16,45.84,-1,1.1,0.2839,5901737,95,5.4,57.43,72.68,100,81.81,2985.56,1127.11,2,58.68,0,0,11.23,2.22,0,0,0,0,5,55.62,0,0
89,Nov.21,25211856.99,17020251.25,7090224.28,18.58,31.49,3386,4964,1382,0.83,8.7,0.5293,39895.06,33252.5,38527.28,51.04,38.32,71.42,27.16,834544.88,5025411.56,2982311.72,12113460.8,1142963.64,7988185.44,5.98,36.01,21.37,8.19,86.8,58.35,41.08,0.57,1.06,1.1503,3959125,32.25,1,71.47,47.78,74.41,78.01,1144.45,925.46,13.89,30.71,0,0,13.43,5.11,0,0,0,0,5,39.37,0,0
89,Nov.20,2590895.48,17638464.07,2354530.49,19.24,36.85,6261,6010,1428,-2.85,1.71,0.4377,35436.09,33050.53,38210.77,52.48,45.1,72.25,30.09,2206626,10122137.6,1320938.96,7573889.46,260645.04,5992305.46,17.44,80,10.44,2.06,59.86,60.3,42.26,-2.56,0.93,0.9086,12662614,59.52,0,98.93,35.31,94.07,74.04,3065.82,501.72,3.57,71.55,0,0,1,0.38,0,0,0,0,4.53,98,0,0
88,Aug.22,8012017.56,1452320.38,4509567.08,18.67,33.91,3271,67,1427,-3.85,-4.73,0.4724,28068.23,32709.3,38765.98,53.35,42.58,72.03,24.42,5204110.51,11758945.1,1554606.96,14688062.48,1885916.64,11247538.88,30.63,69.21,9.15,11.1,86.45,50.15,45.65,4.2,1.35,0.8793,13542445,89.01,0,90.73,64.9,80.11,81.46,3002.26,630.46,22.61,14.67,0,0,11.22,4.41,0,0,0,0,4.44,76.5,0,0
88,Sep.25,10447382.55,0,0,19.58,34.47,3173,0,1212,2.53,-7.24,0.5013,35996.2,33596.91,38238.65,51.57,45.51,70.86,27.82,-402751.81,2166151.62,2369568.49,6463078,136064.8,3957444.71,-5.92,31.84,34.83,2,95,43.56,47.64,8.8,1.63,0.5815,8962800,39.75,0,89.84,38.55,100,76.1,1213.95,757.17,15.21,34.57,1,0,11.6,4.35,1,98,833000,0,4.04,51.02,0,0
88,May.20,11378738.07,20254463.88,4658667.72,18.76,33.41,6867,7023,289,3.34,-3.73,0.3862,43460.92,33165.06,38996.05,55.17,45.7,71.48,27.26,6841849.08,6586919.91,4789294.36,15125172.66,1240905.23,9094973.07,36.5,35.14,25.55,6.62,80.69,49.9,50.97,-0.87,1.23,0.3122,25979249,79.98,5.9,93.78,79.03,84.12,100,3756.9,662.85,2,46.72,0,0,15.02,8.58,1,95,889000,0,3.43,86.08,0,0
88,Feb.20,16135107.69,1053971.86,5809925.4,23.67,34.04,10087,4828,842,-2.94,-2.69,0.4561,33265.73,33603.28,38616.57,54.02,49.18,71.51,25.06,8979250.21,14984147.2,2307558.67,15274465.05,2547305.02,10419601.36,47.94,80,12.32,13.6,81.55,46.48,44.38,9.14,1.57,1.5531,11536983,10,0.7,70.26,26.59,57.95,89.77,3980.6,1386.7,22.74,36.22,0,0,8.09,3.82,0,0,0,0,3.44,95.7,0,0
88,Dec.22,6824204.41,1252712.18,335306.22,22.16,35.23,4130,4021,2342,1.37,-0.89,0.4804,35370.61,33527.37,38927.72,51.98,44.35,73.88,29.84,3327566.05,4221079.16,2276697.81,8636926.57,759266.06,5600962.7,30.24,38.36,20.69,6.9,78.49,54.93,45.52,-0.45,1.12,0.1,6841257,74.54,5.9,56.94,100,83.71,68.38,2645.76,1095.16,9.67,33.38,0,0,10.84,4.88,0,0,0,0,5,49.61,0,0
88,Jun.20,22202038.08,25641841.71,6359507.15,20.68,32.4,4901,7241,1855,-1.47,0.63,0.4869,35911.88,32826.54,39534.21,54.79,43.21,72.18,26.07,4213686.56,10653960.17,4079918.73,13368152.54,1907270.31,7380963.5,19.53,49.38,18.91,8.84,61.96,49.74,46.65,3.61,1.35,1.2192,14809912,16.67,4.9,85.11,75.61,88.43,71.63,2542.77,387.28,15.32,45.23,0,0,11.36,3.54,1,12,832000,0,4.7,98,0,0
88,Sep.21,8685916.23,7428968.08,6185638.47,15.54,33.5,3024,6643,449,1.97,1.57,0.4119,38200.41,33554.99,38416.24,51.2,45.38,70.75,28.45,11603238.68,7656175.04,3166972.76,11313770.99,2889770.65,5257027.58,47.3,31.21,12.91,11.78,46.12,48.93,52.38,-1.31,1.24,0.4457,13025850,95,3.7,100,53.49,74.37,95.63,2703.67,543.77,25.19,54.79,0,0,4.88,2.08,0,0,0,0,4.35,94.25,0,0
88,Jun.21,3353738.64,20481372.36,6573988.33,18.65,37.73,1161,0,1861,5.05,-9.03,0.4529,40493.93,34433.43,38533.25,50.38,46.64,69.32,27.61,5673637.16,4874009.5,4394232.91,13123191.55,2006507.54,6722451.1,30.51,26.21,23.63,10.79,70.57,58.12,33.72,8.16,1.25,0.4749,10845214,66.17,3.9,100,54.95,65.71,73.48,3627.97,752.28,17.84,23.47,0,0,5.82,2.17,0,0,0,0,4.51,98,0,0
88,Jul.23,22834903.74,28427982.76,8543705.67,20.86,38.82,13243,3885,1221,4.86,6.13,0.4209,37001.43,32841.96,38311.5,51.74,47.51,72.9,27.38,424705.54,1687343.62,929186.84,3507264.23,762174.26,1815903.13,7.4,29.4,16.19,13.28,61.11,39.53,36.27,24.2,2.12,0.5976,9244588,70.44,0,67.66,46.94,77.08,100,1837.41,1076.27,13.49,54.63,0,0,9.69,2.81,0,0,0,0,4.63,97.8,0,0
88,Apr.21,4174398.33,19106208.24,545022.35,20.4,34.22,8904,1294,550,-0.07,2.81,0.4524,38020.58,33408.93,37712.11,50.82,48.14,69.3,27.83,-639119.21,3915585.86,1342210.69,3700132.07,543764.31,1814157.07,-10.59,64.88,22.24,9.01,61.31,47.52,35.05,17.43,1.75,0.1026,1000000,27.6,0,55.19,25.49,52.35,94.02,3904.09,839.52,2,57.08,0,0,9.49,3.68,0,0,0,0,3.98,54.31,0,0
88,Apr.22,13057839.89,12566641.53,1064969.16,18.38,36.26,5843,9954,550,-2.12,-0.39,0.4678,39008.14,32280.89,38967.31,56.31,45.44,74.44,26.31,3008586.63,2770337.6,3184503.07,10815397.99,666266.19,6964628.73,21.72,20,22.99,4.81,78.08,45.46,49.45,5.09,1.49,0.2786,5997466,37.91,4.6,100,100,57.86,71.38,3931.57,682.06,10.06,41.58,0,0,8.93,3.13,0,0,0,0,3.63,98,0,0
88,Nov.19,13388144.43,15357950.69,9886055.71,20.45,37.08,7636,4422,0,2.67,4.77,0.3759,34812.32,33545.27,39267.28,53.62,44.77,72.51,27.4,1834042.28,2501476.63,1609694.6,4940011.28,820115.41,2510201.27,29.43,40.14,25.83,13.16,79.27,65.09,30.25,4.66,0.99,0.938,4614765,10,5.6,80.13,66.11,100,99.98,2941.08,739.82,27.45,49.27,0,0,13.55,5.85,0,0,0,0,4.11,61.11,1,0
88,Jan.18,9890735.12,847977.4,6976534.11,21.85,35.19,6098,3259,2416,-3.09,4.14,0.3763,31167.55,32692.31,37796.6,51.02,43.73,73.67,28.3,441663.81,2472491.82,619154.88,4901642.8,561367.09,3721120.83,8.56,47.92,12,10.88,95,49.45,47.31,3.24,1.34,1.1113,5007938,67.14,4.8,57.68,38.55,50.16,59.15,2561.37,322.14,23.18,5,0,0,6.62,2.65,0,0,0,0,3.98,65.06,0,0
88,May.25,23188970.78,13833539.16,9181068.2,20.69,37.24,3822,5309,982,0.91,6.83,0.5053,35743.32,33863.54,38906.84,53.28,44.32,73.14,27.84,8200796.09,10603065.71,4107624.12,13833925.65,1906078.9,7820222.63,51.07,66.03,25.58,11.87,86.15,50.02,52.59,-2.61,1.18,0.9985,14267394,34.27,1.7,58.05,75.46,60.02,88.05,3494.51,472.83,19.79,17.26,0,0,7.65,3.65,1,8,465000,0,5,53.07,0,0
88,May.22,18612798.09,22710623.12,6218182.76,22.14,35.42,9613,0,2512,1.1,-6.46,0.4865,32122.09,32984.12,38077.62,52.07,40.44,72.41,28.32,-51084.88,5711539.32,622986.4,8516224.09,1284597.96,6608639.73,-0.41,45.84,5,10.31,68.35,48.28,36.34,15.38,1.68,0.3228,7353976,78.7,1.3,100,31.45,65.25,91.68,1719.68,591.91,13.29,14.97,0,0,7.1,2.8,0,0,0,0,4.37,68.48,0,0
88,Feb.20,4767325.33,3376717.44,3905560.77,20.35,38.87,1809,2484,266,1.79,-1.7,0.5068,37657.08,32783.26,37668.91,50.87,46.51,75.21,27.41,996775.83,3601609.92,644324.71,3191585.1,373478.04,2173782.35,19.91,71.94,12.87,7.46,63.75,64.16,36.63,-0.79,0.88,0.526,1000000,84.18,4,76.48,35.6,97.65,60,2178.43,568.36,22.5,20.16,0,0,9.01,3.25,1,127,887000,0,3.22,70.59,0,0
88,Aug.21,13864738.88,0,6101467.11,19.68,34.68,5964,1411,1738,1.05,-0.89,0.4594,36886.96,32897.53,38902.18,51.61,43.38,71.62,27.69,1854240.42,7990812.23,1695467.54,10773874,226818.4,8851588.06,16.35,70.46,14.95,2,95,49.29,44.64,6.07,1.42,1.007,5552780,73.74,4.7,65.2,64.47,33.3,69.72,3862.63,794.56,24.46,26.64,0,0,4.52,2.13,0,0,0,0,4.5,71.36,0,0
88,Mar.20,16035713.31,14299191.17,4843625.92,19.56,34.2,6494,5125,0,2.21,0.75,0.4258,39205.52,33932.21,38505.22,55.03,46.83,74.17,27.69,5836239.97,6892878.18,2616865.69,10266626.56,650469.48,6999291.39,38.94,45.99,17.46,4.34,68.5,55.23,43.92,0.85,1.14,0.7539,4096297,60.99,1.1,100,80.21,70.36,73.51,2580.27,889.64,15.82,5,1,0,11.38,3.48,0,0,0,0,3.94,98,0,0
88,Feb.21,21409619.45,29056870.03,4363401.26,22.02,34.93,4173,8299,1380,-0.32,2.89,0.4101,35008.84,33844.53,37970.31,51.27,45.84,76.06,29.57,3506436.16,1694298.46,852897.48,5275461.94,385851.68,4036712.78,48.8,23.58,11.87,5.37,73.42,46.91,43.67,9.42,1.56,0.7145,12443545,73.03,3.5,59.81,63.58,95.53,86.65,2783.77,741.41,15.09,73,0,0,16.75,4.65,0,0,0,0,4.78,98,0,0
88,Dec.24,23793211.88,6167913.87,4359845.63,21.97,35.05,3291,5634,722,-0.17,2.94,0.401,36876.41,34639.11,39129.66,52,47.08,69.49,26.46,1549000,1762000,599000,4750000,100000,4051000,30.98,35.24,11.98,2,95,40.91,47.24,11.85,1.77,0.1,3723185,82.25,2.3,79.18,29.6,94.07,40.93,2780.83,932.57,21.38,9.5,0,0,10.05,5,0,0,0,0,5,82.79,0,0
88,Jun.23,8904874.59,0,10038462.96,17.55,35.28,6396,5709,2170,-6.84,6.93,0.4031,32088.65,32884.8,38667.56,47.76,49.69,70.92,29.85,-295462.57,2766791.01,1792655.72,4112482.47,985103.74,1334723.01,-4.31,40.36,26.15,14.37,59.99,37,46.04,16.96,2,1.2498,13738515,65.69,2.9,98.33,85.63,71.69,55.52,1574.46,541.47,27.63,90,0,0,11.53,5.4,0,0,0,0,4.69,43.99,0,0
88,Sep.23,28669869.56,14415756.92,4742232.76,22.24,34.44,3523,2811,1277,1.03,-0.14,0.4246,32006.82,34303.6,38642.33,56.84,46.24,74.84,26.17,9898832.64,4115083.2,2514315.84,15462425.12,2853810.2,10094299.08,48.11,20,12.22,13.87,75.15,48.02,38.5,13.48,1.64,0.3573,18237477,81.64,0,85.25,86.71,83.9,100,2044.54,1220.79,16.74,10.33,0,0,13.15,4.43,1,183,106000,0,4.48,81.06,0,0
88,May.19,23089787.8,33705468.74,4678568.6,19.55,32.67,4582,3469,2125,3,3.76,0.4461,40149.74,32049.91,38358.71,54.02,43.32,73.54,27.2,3170722.36,6623232.26,1601288.3,8054222.88,785329.61,5667604.97,25.88,54.06,13.07,6.41,65.74,55.82,39.25,4.93,1.23,0.7846,12407179,58.87,3.9,82.85,67.79,86.84,69.24,3256.24,726.56,36.21,25.83,0,0,15.91,5.99,1,39,713000,0,4.05,61.02,0,0
88,Jun.23,7652187.67,15766709.14,2398476.93,21.62,32.31,0,2589,1735,-2.67,-12.01,0.3574,37254.26,33066.84,38589.35,50.53,48.11,74.99,25.07,1591011.21,3457087.48,853138.28,3942599.14,1752557.36,1336903.5,18.22,39.59,9.77,20.07,45.15,46.62,47.01,6.37,1.49,0.6708,1000000,58.66,3.4,87.45,81.95,32.72,63.95,2459.03,732.98,16.04,41.61,0,0,6.17,1.05,0,0,0,0,3.12,72.77,0,0
87,May.21,14535964.51,12039133.67,8400044.41,20.1,33.04,11991,3655,838,-4.06,1.72,0.4376,37012.78,33756.67,38915.37,50.66,44.21,72.18,28.08,2552211.75,2826369.6,2266748.42,11164159.92,982163.44,7915248.06,18.06,20,16.04,6.95,79,31.94,58.81,9.25,1.93,0.1,18309171,57.33,3.9,100,99.32,100,62.22,4378.94,925.1,18.4,5,0,0,9.06,4.6,0,0,0,0,2.92,74.67,0,0
87,Dec.24,9894270.88,876632.24,2428308.01,18.88,34.41,8996,2393,1726,-1.64,-2.43,0.4778,32675.78,33127.8,38138.68,56.47,45.95,71.8,29.08,3731283.19,5470440.61,8131473.08,16734829.44,4013440.2,4589916.16,15.34,22.49,33.43,16.5,68.8,41.19,44.16,14.65,1.84,0.173,14056405,74.02,4,100,84.44,62.19,76.54,1962.48,552.5,11.62,67.62,0,0,10.32,4.3,0,0,0,0,5,67.5,0,0
87,Apr.22,9003234.54,5775645.56,1055219.4,21.59,34.48,6229,6162,63,1.16,-2.42,0.4618,38712.13,33327.22,38420.62,48.81,43.1,72.75,29.49,523861.59,2513414.41,820363.51,4612598.2,312074.5,3480160.19,8.41,40.35,13.17,5.01,74.05,47.39,50.57,2.04,1.37,0.5378,17375234,76.03,4.6,75.85,77.32,78.12,71.22,1910.9,986.47,6.65,40.37,0,0,5.65,1.99,0,0,0,0,4.72,87.56,0,0
87,Sep.20,7055625.44,0,4926739.08,22.98,38.07,2881,0,636,-0.21,-1.67,0.4959,36356.88,33983.12,39366.31,52.66,48.2,70.67,28.77,6108813.58,4434710.4,2554393.19,15399531.86,1161894.12,11683244.55,27.55,20,11.52,5.24,69.45,51.49,48.79,-0.28,1.21,0.8236,20350864,36.76,0,52.11,100,51.5,100,3025.93,604.61,2.25,19.96,0,0,2.13,0.82,0,0,0,0,4.91,98,0,0
87,Oct.19,2385786.72,13668055.92,1747452.21,20.49,31.65,0,2413,747,-0.56,1.36,0.3963,32555.36,34653.88,39059.96,51.77,43.47,70.83,26.44,2338000,1718000,971000,3400500,468500,1961000,46.76,34.36,19.42,9.37,68.01,44.28,55.32,0.4,1.4,0.4658,12698950,79.41,1.8,62.93,81.68,70.41,77.08,2969.71,508.34,9.3,38.79,0,0,14.2,7.38,0,0,0,0,4.3,62.94,0,0
87,May.22,24459346.35,0,0,22.17,34.14,6972,8758,968,-6.3,-6.72,0.4549,38387.73,33955.08,38729.58,52.66,38.93,73.13,28.65,543000,1946500,840500,4482000,656000,2985500,10.86,38.93,16.81,13.12,89.64,51.99,43.55,4.46,1.31,0.3644,14490730,51.77,5.5,100,82.4,69.55,67.46,3850.88,636.36,20.02,33.11,0,0,10.31,3.91,0,0,0,0,4.28,87.15,0,0
87,Jul.25,12668297.97,10833111.99,5497024.3,18.97,35.5,0,5551,643,2.7,8.06,0.4674,40873.04,33355.29,37737.74,52.87,45.77,72.46,29.06,908000,1000000,1392000,4433000,309500,2731500,18.16,20,27.84,6.19,88.66,51.11,52.21,-3.32,1.14,0.1,2913010,44.88,7.9,81.72,52.28,32.62,95.4,2718.77,1086.79,16.03,31.89,0,0,8.03,2.29,1,5,688000,0,3.96,70.18,0,0
87,Apr.22,10157450.36,15879446.22,6846958.43,21.5,33.64,10600,5669,1107,-0.16,-6.37,0.4456,35552.98,33047.88,38906.2,51.33,42.83,74.6,28.5,1694365.16,7621901.54,1370845.6,26046066.4,3599840.55,21075380.25,6.18,27.8,5,13.13,95,46.54,55.52,-2.06,1.29,0.2858,19188539,53.41,1.6,95.07,96.55,71.8,100,1883.96,675.85,25.64,14.59,0,0,1,0.44,0,0,0,0,4.53,63.77,0,0
87,May.21,13700805.33,0,2275867.73,21.56,37.2,10645,3917,2081,-0.24,2.11,0.5072,38247.08,33525.03,39558.47,58.68,47.22,68.83,29.02,2857246.84,10079845.12,2134443.55,12907201.6,591013.97,10181744.08,21.03,74.19,15.71,4.35,95,49.62,46.97,3.41,1.34,0.1,10221676,26.08,9.1,55.63,48.79,100,87.47,1469.21,1106.55,21.02,42.85,0,0,1,0.29,1,197,737000,0,3.24,27.19,0,0
87,Sep.20,15766756.71,0,6638556.06,21.84,38.37,31,2927,2638,1.15,6.31,0.455,40114.12,33743.09,38142.73,51.27,43.88,72.11,30.1,7965221.11,3608219,817448.8,15531527.2,1195110.15,13518968.25,48.72,22.07,5,7.31,95,48.58,50.5,0.92,1.31,0.1549,17622122,49.3,2.5,63.51,56.03,86.56,57.5,2522.69,839.36,27.65,36.53,0,0,10.95,2.87,1,201,113000,0,3.64,87.87,0,0
87,May.19,25421787.09,10421727.09,0,21.26,33.97,0,1884,1847,-1.36,4.34,0.433,32177.74,33184.89,38922.01,53.01,49.17,71.81,24.75,-38025.82,3971105.6,2282413.47,5788566.99,674094.1,2832059.42,-0.44,45.95,26.41,7.8,66.98,43.92,55.71,0.37,1.41,0.209,8149119,89.16,1.5,31.61,68.13,75.81,100,2839.04,1128.36,11.17,34.19,0,0,7.85,3.02,0,0,0,0,4.51,78.84,0,0
87,Apr.20,0,18634459.94,4649895.11,20.03,34.18,1406,5379,1208,3.68,0.7,0.3547,36140.8,34268.37,39530.45,46.77,45.48,69.6,29.9,2216010.88,4140770.42,917883.03,5901517.2,1029676.48,3953957.69,30.13,56.3,12.48,14,80.24,56.8,44.83,-1.63,1.04,0.3542,1000000,65.87,4.4,69.49,57.08,67.17,77.71,2277.79,1074.4,21.59,5.13,0,0,6.76,2.62,0,0,0,0,4.87,91.33,0,0
87,Nov.20,23202018.94,1858030.53,8302582.74,18.87,34.5,8594,2510,2174,0.17,1.32,0.4184,35006.13,33319.91,38258.59,48.11,44.11,71.99,28.67,987500.14,8706213.89,1305858.39,14001867.6,1089197.91,11606811.3,6.7,59.07,8.86,7.39,95,45.18,44.67,10.15,1.62,0.4504,13680726,36.65,5.1,82.19,40.52,43.22,79.34,1344.4,1054.14,16.77,31.01,0,0,6.47,3.67,1,193,128000,0,5,83.72,0,0
87,Jul.18,10408593.1,0,2244778,19.79,34.57,833,2987,562,3.67,2.04,0.4138,36719.36,32861.88,38407.6,53.9,42.97,73.32,24.64,-2583924.33,2804041.6,1543624.9,8336415.68,2034332.18,4758458.6,-18.43,20,11.01,14.51,59.46,41.83,56.47,1.7,1.5,0.8097,3037536,94.18,0,100,41.63,20,75.76,2505.23,735.27,12.61,5,0,0,9.95,5.26,0,0,0,0,4.38,85.14,0,0
87,Aug.21,6102368.78,20995422.37,0,19.51,33.09,5167,0,1153,0.78,-0.15,0.4641,32781.52,33193.08,39395.92,49.42,42.86,71.29,27.65,2115879.48,5124944.45,1680995.16,14667310.01,1393302.46,11593012.39,12.65,30.64,10.05,8.33,87.69,51.14,46.91,1.95,1.27,0.7007,5917440,53.57,1.9,91.29,90.56,55.89,64.09,3055.04,306.73,2,45.62,0,0,8.21,2.44,1,60,110000,0,4.58,98,0,0
87,Jun.25,9822065.23,15540376.07,2611111.3,21.68,35.26,10229,6991,1089,2.89,-1.16,0.4255,32713.68,31604.91,38627.51,51.12,48.03,75.16,28.13,4020341.18,2839224,2417599.24,12139102.21,1037736.37,8683766.6,28.32,20,17.03,7.31,85.51,39.4,51.09,9.51,1.75,0.7662,10333110,10,3,79.56,59.09,59.98,81.91,2877.89,770.56,17.53,28.56,0,0,3.37,0.74,0,0,0,0,3.64,69.29,0,0
87,Jan.25,10738611.41,8087550.86,4842315.75,21.09,33.98,9495,6460,1156,-6.66,4.24,0.5361,34562.05,33988.41,38877.68,55.04,41.79,70.66,29.01,2015000,2519500,964500,3952500,896000,2092000,40.3,50.39,19.29,17.92,79.05,47.67,39.09,13.24,1.64,0.532,1000000,35.71,0.9,65.57,72.81,97.84,84.31,3460.06,865.29,6.41,59.49,0,0,8.24,1.92,0,0,0,0,4.53,78.38,0,0
87,Aug.21,12762374.47,13518372.99,7035573.18,21.23,34.33,4281,5453,1217,0.79,5.84,0.4873,35814.1,33543.49,38192.61,50.52,44.94,73.32,25.31,167358.79,3855176.27,1128561.01,14069986.4,1448468.07,11492957.32,1.13,26.03,7.62,9.78,95,47.72,48.49,3.79,1.4,0.6578,4416749,83.68,3.7,68.11,79.43,55.47,83.4,2010.17,86.28,27.2,5,0,0,1,0.41,0,0,0,0,3.32,64.26,0,0
87,Mar.24,21802556.68,12557784.72,5740141.55,19.91,34.34,5682,0,1820,0.4,-0.08,0.4921,30396.22,33557.13,38459.7,50.58,42.14,72.49,27.94,2234500,3299500,362500,4750000,220000,4167500,44.69,65.99,7.25,4.4,95,49.79,45.19,5.02,1.38,0.6713,1000000,80.92,4.2,90.7,100,68.27,100,3688.87,1174.13,9.44,9.07,0,0,11.5,4.34,0,0,0,0,4.2,60.18,0,0
87,May.23,18516110.6,16142926.14,4726214.62,19.15,35.72,10626,8087,1293,2.36,11.43,0.4621,32587.48,33457.7,39042.89,50.76,42.74,68.78,28.58,1210443.18,2266728.77,745187.78,4755511.25,748526.93,3261796.54,21.75,40.73,13.39,13.45,85.45,60.61,38.54,0.85,1.01,0.827,2813707,38.68,4.1,62.96,76.91,97.23,83.03,2476.7,729.28,10.88,64.44,0,0,5.69,1.96,0,0,0,0,4.11,80.07,0,0
87,Jan.23,13853709.72,22543412.68,1982523.76,20.59,34.16,7402,4713,647,3.17,0,0.357,35457.64,32838.74,38255.75,49.32,44.65,71.84,25.86,1443004.48,9294762.48,6187965.95,16801539.9,3205362.42,7408211.53,7.32,47.15,31.39,16.26,85.23,49.47,52.39,-1.86,1.22,0.8972,16804337,95,0.9,53.37,55.74,43.04,78.26,1455.43,807.99,19.27,59.2,0,0,13.6,4.59,1,3,478000,0,3.88,65.31,0,0
87,Dec.19,15082632.58,19106294.64,1311445.91,23.4,34.15,2407,5515,2054,-0.08,-2.6,0.4093,38988.64,34161.39,39231.28,50.99,39.9,71.31,28.19,1559824.21,7863008,1721015.88,6325789.94,748951.51,3855822.55,15.87,80,17.51,7.62,64.36,55.01,32.75,12.24,1.43,0.1,9510955,95,1.8,80.06,100,93.68,71.44,3991.71,497.05,12.09,66.06,0,0,13.44,5.33,1,187,189000,0,4.42,62.61,0,0
87,Jun.19,11856230.84,8952437.46,5783475.51,21.28,39.99,12115,313,209,-3.51,1.29,0.4622,30733.82,33739.85,38983.56,53.11,46.7,73.8,27.73,1224895.32,10321391.26,3353714.79,16145716.44,1736714.18,11055287.47,7.06,59.49,19.33,10.01,93.06,39.83,50.91,9.26,1.74,0.7829,26193299,64.89,1.6,53.8,73.73,39.31,83.73,1402.59,846.49,30.7,53.7,0,0,5.26,1.04,0,0,0,0,3.85,71.87,0,0
87,Jun.19,17371864.28,19477705.9,4239765.85,19.87,35.57,9883,4669,1682,4.63,1.05,0.3678,35749.5,33180.98,39363.64,52.02,45.52,72.82,29.57,3214186.84,14769382.4,2736028.09,15149694,2756335.99,9657329.92,17.41,80,14.82,14.93,82.06,47.9,42.4,9.7,1.55,0.4479,12807116,53.67,0,72.97,52.16,55.19,93.71,2951.55,643.06,12.41,5,0,0,8.7,3.25,0,0,0,0,2.67,48.7,0,0
87,Mar.23,13394829.59,0,0,20.55,32.8,4407,8057,503,-1.66,-6.87,0.4057,34111.31,33710.16,39034.94,50.6,44.93,70.39,28.99,10185613.57,5630521.6,1407630.4,23406078.29,5194156.18,16804291.71,36.18,20,5,18.45,83.14,54.24,32.31,13.45,1.48,0.3125,27663121,71.61,5.7,92.93,34.32,75.81,78.84,3319.47,1178.11,11.52,28.7,0,0,6.68,2.61,1,48,940000,0,3.25,73.32,0,0
87,Jul.18,17360362.97,11475697.84,564707.07,20.57,34.06,0,4340,1725,-7.48,-0.37,0.5404,38611.23,32884.15,38158.99,55.87,48.51,72.63,28.95,-1077053.26,14600955.07,4866985.02,12230898.03,539876.32,6824036.69,-3.99,54.09,18.03,2,45.31,58.07,44.18,-2.25,0.99,0.4481,23875857,30.47,2.3,67.65,35.05,41.1,69.31,1850.23,1081.3,15.24,76.49,0,0,1.96,0.71,0,0,0,0,4.58,50.71,0,0
87,Nov.25,14488908.29,17990620.46,737185.95,19.49,34.03,60,3197,845,0.74,3.11,0.4094,30447.89,34036.07,39450.26,49.51,46.64,71.84,25.71,4406556.55,5363300.08,3346007.21,12825207.58,1145324.08,8333876.29,25.47,31,19.34,6.62,74.13,51.46,49.56,-1.02,1.19,0.4772,14317801,92.88,9.1,77.32,100,68.83,87.26,2629.54,393.27,16.92,42.68,0,0,7.43,3.36,0,0,0,0,5,61.75,0,0
87,Apr.23,8162513.21,10193282.93,4701907.84,19.38,33.62,1445,1272,1992,-6.62,0.79,0.4419,29947.03,32696.15,38548.03,51.69,45.68,69.21,32.51,5689749.12,12652205.28,6326102.64,19617156.94,3481228.08,9809826.22,22.8,50.7,25.35,13.95,78.61,32.17,55.84,11.99,2,0.4002,19991650,10,2.6,100,80.93,93.66,90.58,4179.92,672.65,24.03,22.03,0,0,5.94,2.54,0,0,0,0,5,79.31,0,0
87,Aug.20,10440970.46,11933795.08,3699788.62,19.61,33.28,5204,0,746,0.09,-0.53,0.3977,35524.38,33310.91,38460.49,51.38,45.1,71.58,22.94,8499502.09,18769844.89,3909717.62,22194181.47,2522914.64,15761549.21,31.87,70.38,14.66,9.46,83.22,56.37,41.79,1.84,1.14,0.5336,23858976,30.49,1.8,87.96,91.96,67.89,81.14,2977.61,817.42,13.8,39.55,0,0,3.48,1.57,0,0,0,0,3.81,89.09,0,0
